id,source_file,source_line,section,claim,status,severity,categories,equivalent_components,evidence_required,remediation
CLAIM-0941,todo.md,1232,NEXCOM Exchange — Full Platform TODO > Round 56 — FundFlow Router Wiring + Infrastructure Hardening (Jun 21 2026),"Full test suite: 18 test files, 1098 tests, 0 failures, TypeScript 0 errors",blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0941. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0942,todo.md,1235,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Wire FundFlow.tradeFill() for every RustTrade fill in orders.ts (fire-and-forget per fill),blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0942. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0943,todo.md,1236,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Add Redis idempotency guard to stripeRouter.ts webhook handler (24h dedup on event.id),blocked,high,api-and-integration | data-and-schema,registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability | schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0943. Trace the stated capability through registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability, schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0944,todo.md,1237,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Add Redis idempotency guard to mojaloopRouter.ts initiateTransfer (5-min dedup window),blocked,high,data-and-schema,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0944. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0945,todo.md,1238,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Cache mojaloop transfer result after success for replay protection,blocked,critical,funds-and-ledger | data-and-schema,authoritative ledger or durable transaction store | idempotency/reconciliation component | authorization policy | audit trail | real-dependency integration test | concurrency and crash-recovery test | schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0945. Trace the stated capability through authoritative ledger or durable transaction store, idempotency/reconciliation component, authorization policy, audit trail, real-dependency integration test, concurrency and crash-recovery test, schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0946,todo.md,1239,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Add Fluvio LOAN_DISBURSED publish after FundFlow.loanDisbursed in bankingRouter.ts,blocked,high,api-and-integration,registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0946. Trace the stated capability through registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0947,todo.md,1240,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Add Fluvio PAYMENT_RECEIVED publish after FundFlow.loanRepaid in bankingRouter.ts,blocked,high,api-and-integration,registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0947. Trace the stated capability through registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0948,todo.md,1241,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)","Add fund-flow Permify guards to permify.ts (requireOrderCreate, requireOrderView, requireTradeCreate, requireReceiptView, requireReceiptCreate, requireReceiptApprove)",blocked,critical,funds-and-ledger | identity-and-authorization,authoritative ledger or durable transaction store | idempotency/reconciliation component | authorization policy | audit trail | real-dependency integration test | concurrency and crash-recovery test | identity provider | server-side authorization middleware | policy store | audit event | negative and cross-tenant test,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0948. Trace the stated capability through authoritative ledger or durable transaction store, idempotency/reconciliation component, authorization policy, audit trail, real-dependency integration test, concurrency and crash-recovery test, identity provider, server-side authorization middleware, policy store, audit event, negative and cross-tenant test. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0949,todo.md,1242,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)","Add RFC 7519 aud, session_state, azp, jti, typ fields to KeycloakTokenClaims interface",blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0949. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0950,todo.md,1243,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)","Add USSD PIN brute-force WAF rule to openappsec/policy.yaml (10 req/60s, 5-min block)",blocked,critical,security-and-privacy | client-experience,threat model | security control implementation | secret/configuration management | adversarial test | compliance evidence | registered client route | live API/client wiring | loading/error/authorization state | browser/device E2E test | accessibility and observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0950. Trace the stated capability through threat model, security control implementation, secret/configuration management, adversarial test, compliance evidence, registered client route, live API/client wiring, loading/error/authorization state, browser/device E2E test, accessibility and observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0951,todo.md,1244,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)","Add bulk transfer WAF rules to openappsec/policy.yaml (5 req/60s, 10-min block)",blocked,critical,funds-and-ledger | security-and-privacy,authoritative ledger or durable transaction store | idempotency/reconciliation component | authorization policy | audit trail | real-dependency integration test | concurrency and crash-recovery test | threat model | security control implementation | secret/configuration management | adversarial test | compliance evidence,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0951. Trace the stated capability through authoritative ledger or durable transaction store, idempotency/reconciliation component, authorization policy, audit trail, real-dependency integration test, concurrency and crash-recovery test, threat model, security control implementation, secret/configuration management, adversarial test, compliance evidence. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0952,todo.md,1245,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Add global_rules section to APISIX routes.yaml (opentelemetry + request-id on all routes),blocked,high,api-and-integration,registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0952. Trace the stated capability through registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0953,todo.md,1246,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Fix pg_connection.test.ts: skip when CI=true (no local PostgreSQL available),blocked,high,deployment-and-operations,deployment manifest | least-privilege runtime configuration | health/telemetry | staging/canary test | rollback and incident runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0953. Trace the stated capability through deployment manifest, least-privilege runtime configuration, health/telemetry, staging/canary test, rollback and incident runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0954,todo.md,1247,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Fix webauthn.test.ts: add vi.mock for fundFlow (tradeFill now called in orders fill path),blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0954. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0955,todo.md,1248,"NEXCOM Exchange — Full Platform TODO > Round 59 — Fund-Flow Guarantees: Idempotency, tradeFill Wiring, Test Mocks (Jun 25 2026)",Fix nexcom.test.ts: add vi.mock for FundFlow (tradeFill now called in orders fill path),blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0955. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0956,todo.md,1252,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,"Wire TypeScript triggerTemporalWorkflow calls for all 8 new Temporal workflows (DepositWorkflow, WithdrawalWorkflow, TradeSettlementWorkflow, MarginWorkflow, MarginCallWorkflow, LoanDisbursementWorkflow, LoanRepaymentWorkflow, CrossBorderWorkflow, WarehouseReceiptWorkflow) — fundFlow.ts",blocked,high,workflow-and-resilience,durable workflow/state machine | retry and compensation handler | outbox/inbox or reconciliation process | fault-injection test | operational alert/runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0956. Trace the stated capability through durable workflow/state machine, retry and compensation handler, outbox/inbox or reconciliation process, fault-injection test, operational alert/runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0957,todo.md,1253,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,Add saveSagaState() call before each triggerTemporalWorkflow call (10 saga checkpoints) — fundFlow.ts,blocked,high,workflow-and-resilience,durable workflow/state machine | retry and compensation handler | outbox/inbox or reconciliation process | fault-injection test | operational alert/runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0957. Trace the stated capability through durable workflow/state machine, retry and compensation handler, outbox/inbox or reconciliation process, fault-injection test, operational alert/runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0958,todo.md,1254,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,Wire Dapr state store for saga state persistence (key: saga:{workflowId}) — daprClient.ts saveSagaState/getSagaState/deleteSagaState,blocked,high,workflow-and-resilience | api-and-integration,durable workflow/state machine | retry and compensation handler | outbox/inbox or reconciliation process | fault-injection test | operational alert/runbook | registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0958. Trace the stated capability through durable workflow/state machine, retry and compensation handler, outbox/inbox or reconciliation process, fault-injection test, operational alert/runbook, registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0959,todo.md,1255,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,Wire Dapr service invocation for deposit→core-banking (daprCreditCoreBanking) — fundFlow.ts deposit(),blocked,critical,funds-and-ledger | api-and-integration,authoritative ledger or durable transaction store | idempotency/reconciliation component | authorization policy | audit trail | real-dependency integration test | concurrency and crash-recovery test | registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0959. Trace the stated capability through authoritative ledger or durable transaction store, idempotency/reconciliation component, authorization policy, audit trail, real-dependency integration test, concurrency and crash-recovery test, registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0960,todo.md,1256,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,Wire Dapr service invocation for withdrawal→core-banking (daprDebitCoreBanking) — fundFlow.ts withdrawal(),blocked,critical,funds-and-ledger | api-and-integration,authoritative ledger or durable transaction store | idempotency/reconciliation component | authorization policy | audit trail | real-dependency integration test | concurrency and crash-recovery test | registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0960. Trace the stated capability through authoritative ledger or durable transaction store, idempotency/reconciliation component, authorization policy, audit trail, real-dependency integration test, concurrency and crash-recovery test, registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0961,todo.md,1257,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,Harden Rust matching engine: TigerBeetle 2-phase commit on every fill — fill_hardening.rs,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0961. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0962,todo.md,1258,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,Harden Rust matching engine: Fluvio publish on every fill (order-book-updates stream) — fill_hardening.rs,blocked,high,api-and-integration,registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0962. Trace the stated capability through registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0963,todo.md,1259,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,Harden Rust matching engine: OpenSearch upsert on every fill (nexcom-orders index) — fill_hardening.rs,blocked,high,data-and-schema,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0963. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0964,todo.md,1260,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,Harden Rust matching engine: Redis idempotency guard per fill (24h TTL) — fill_hardening.rs,blocked,high,data-and-schema,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0964. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0965,todo.md,1261,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,Harden Rust matching engine: atomic rollback (TigerBeetle void + fill.failed Kafka tombstone) — fill_hardening.rs,blocked,high,workflow-and-resilience | api-and-integration,durable workflow/state machine | retry and compensation handler | outbox/inbox or reconciliation process | fault-injection test | operational alert/runbook | registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0965. Trace the stated capability through durable workflow/state machine, retry and compensation handler, outbox/inbox or reconciliation process, fault-injection test, operational alert/runbook, registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0966,todo.md,1262,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,"Harden Rust matching engine: Prometheus fill metrics (fill_count, fill_failure_count, fill_latency_ms_avg) — fill_hardening.rs + main.rs",blocked,high,deployment-and-operations,deployment manifest | least-privilege runtime configuration | health/telemetry | staging/canary test | rollback and incident runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0966. Trace the stated capability through deployment manifest, least-privilege runtime configuration, health/telemetry, staging/canary test, rollback and incident runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0967,todo.md,1263,NEXCOM Exchange — Full Platform TODO > Round 60 — Remaining Gaps Closed,TypeScript: 0 compile errors confirmed (tsc --watch),blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0967. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0968,todo.md,1268,"NEXCOM Exchange — Full Platform TODO > Round 61 — K8s Manifests, Grafana Dashboards, Router Test Coverage > Phase 1 — Kubernetes Manifests (25 microservices)",infra/k8s/ai-ml-deployment.yaml,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0968. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0969,todo.md,1269,"NEXCOM Exchange — Full Platform TODO > Round 61 — K8s Manifests, Grafana Dashboards, Router Test Coverage > Phase 1 — Kubernetes Manifests (25 microservices)",infra/k8s/aml-alert-subscriber-deployment.yaml,blocked,critical,security-and-privacy | deployment-and-operations,threat model | security control implementation | secret/configuration management | adversarial test | compliance evidence | deployment manifest | least-privilege runtime configuration | health/telemetry | staging/canary test | rollback and incident runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0969. Trace the stated capability through threat model, security control implementation, secret/configuration management, adversarial test, compliance evidence, deployment manifest, least-privilege runtime configuration, health/telemetry, staging/canary test, rollback and incident runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0970,todo.md,1270,"NEXCOM Exchange — Full Platform TODO > Round 61 — K8s Manifests, Grafana Dashboards, Router Test Coverage > Phase 1 — Kubernetes Manifests (25 microservices)",infra/k8s/analytics-deployment.yaml,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0970. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0971,todo.md,1271,"NEXCOM Exchange — Full Platform TODO > Round 61 — K8s Manifests, Grafana Dashboards, Router Test Coverage > Phase 1 — Kubernetes Manifests (25 microservices)",infra/k8s/analytics-engine-deployment.yaml,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0971. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0972,todo.md,1272,"NEXCOM Exchange — Full Platform TODO > Round 61 — K8s Manifests, Grafana Dashboards, Router Test Coverage > Phase 1 — Kubernetes Manifests (25 microservices)",infra/k8s/blockchain-deployment.yaml,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0972. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
